"Title: Medicaid Income Eligibility Limits for Adults as a Percent of the Federal Poverty Level | KFF State Health Facts"
"Timeframe: As of January 2025"
"Location","Parents (in a family of three)","Other Adults (for an individual)",Footnotes
"United States","1.38","1.38","1"
"Alabama","0.18","0.00"
"Alaska","1.38","1.38","2"
"Arizona","1.38","1.38"
"Arkansas","1.38","1.38"
"California","1.38","1.38"
"Colorado","1.38","1.38"
"Connecticut","1.38","1.38","3"
"Delaware","1.38","1.38"
"District of Columbia","2.21","2.15","4"
"Florida","0.26","0.00","5"
"Georgia","0.29","0.00","6"
"Hawaii","1.38","1.38"
"Idaho","1.38","1.38"
"Illinois","1.38","1.38","7"
"Indiana","1.38","1.38"
"Iowa","1.38","1.38"
"Kansas","0.38","0.00"
"Kentucky","1.38","1.38"
"Louisiana","1.38","1.38"
"Maine","1.38","1.38"
"Maryland","1.38","1.38"
"Massachusetts","1.38","1.38"
"Michigan","1.38","1.38"
"Minnesota","1.38","1.38","8"
"Mississippi","0.22","0.00"
"Missouri","1.38","1.38"
"Montana","1.38","1.38"
"Nebraska","1.38","1.38"
"Nevada","1.38","1.38"
"New Hampshire","1.38","1.38"
"New Jersey","1.38","1.38"
"New Mexico","1.38","1.38"
"New York","1.38","1.38","9"
"North Carolina","1.38","1.38"
"North Dakota","1.38","1.38"
"Ohio","1.38","1.38"
"Oklahoma","1.38","1.38"
"Oregon","1.38","1.38","8"
"Pennsylvania","1.38","1.38"
"Rhode Island","1.38","1.38"
"South Carolina","0.67","0.00"
"South Dakota","1.38","1.38"
"Tennessee","1.05","0.00","10"
"Texas","0.15","0.00","11"
"Utah","1.38","1.38"
"Vermont","1.38","1.38"
"Virginia","1.38","1.38","12"
"Washington","1.38","1.38"
"West Virginia","1.38","1.38"
"Wisconsin","1.00","1.00","13"
"Wyoming","0.44","0.00"

"Sources"
"Based on a national survey conducted by KFF and the Georgetown University Center for Children and Families. See [Annual Updates on Eligibility Rules, Enrollment and Renewal Procedures, and Cost-Sharing Practices in Medicaid and CHIP](https://www.kff.org/medicaid/report/annual-updates-on-eligibility-rules-enrollment-and-renewal-procedures-and-cost-sharing-practices-in-medicaid-and-chip/) for all survey reports."

"Definitions"
"*Parents of Dependent Children*: Income limits for 2025 are reported as a percentage of the federal poverty level (FPL). The 2025 FPL for a family of three is $26,650."
" "
"*Other Adults*: Eligibility limits for other adults are presented as a percentage of the 2025 FPL for an individual is $15,650."

"Notes"
"Income limits for 2025 reflect Modified Adjusted Gross Income (MAGI)-converted income standards and include a disregard of five percentage points of the Federal Poverty Level (FPL) applied to the highest eligibility limit for each group. In some states, eligibility limits for Section 1931 parents/caretakers are based on a dollar threshold. The values and group medians listed represent the truncated FPL equivalents calculated from these dollar limits. Eligibility levels for parents are presented as a percentage of the 2025 FPL for a family of three, which is $26,650. "
""
"Per CMS guidance, there is no deadline for states to implement the Medicaid expansion. For more information, please see: [Status of State Action on the Medicaid Expansion Decision](https://www.kff.org/health-reform/state-indicator/state-activity-around-expanding-medicaid-under-the-affordable-care-act)."
""
"Since 2000, KFF has issued regular updates examining changes and trends in the eligibility rules, enrollment and renewal procedures and cost-sharing practices in Medicaid and CHIP. Those reports are compiled here: [Annual Reports on Eligibility Rules, Enrollment and Renewal Procedures, and Cost-Sharing Practices in Medicaid and CHIP](https://www.kff.org/medicaid/report/annual-updates-on-eligibility-rules-enrollment-and-renewal-procedures-and-cost-sharing-practices-in-medicaid-and-chip/). To access all available years of data, see [Trends in Medicaid Income Eligibility Limits](https://www.kff.org/state-category/medicaid-chip/trends-in-medicaid-income-eligibility-limits/)."


Footnotes
"1. Median value for the United States."
"2. In Alaska, the dollar threshold for Section 1931 parents is updated every January 1 based on the CPI-U plus an adjustment for annual dividend payments to Alaska residents."
"3. Connecticut decreased eligibility limits for Section 1931 parents from 160% to 138% effective October 2024."
"4. On January 1, 2026, DC is planning to implement a Basic Health Program for adults with incomes 138%-200% FPL and to reduce Medicaid eligibility for parents and other adults to 138% FPL."
"5. Florida did not respond to the 2025 survey; eligibility levels reported are from prior year and confirmed through publicly available information."
"6. Georgia has not expanded Medicaid but provides coverage through an 1115 waiver to parents and adults without dependent children with income up to 100% FPL if they meet a work requirement."
"7. In Illinois, traditional 1931 Medicaid coverage is based on a dollar threshold tied to TANF levels."
"8. Minnesota and Oregon have implemented a Basic Health Program (BHP) established by the Affordable Care Act (ACA) for adults with incomes 138%-200% FPL."
"9. New York provides coverage through the Essential Plan (EP) for adults with incomes 138%-250% FPL; the coverage replaces the state’s Basic Health Plan that insured adults with incomes 138%-200% FPL."
"10. Tennessee previously based section 1931 parent eligibility on a fixed dollar amount that was the equivalent of 82% FPL. In May 2024, the state received CMS approval to base parent eligibility on a percentage FPL and expanded the eligibility limit to 105% FPL."
"11. In Texas, the income limit for Section 1931 parents is based on monthly dollar amounts which differ depending on family size and whether there is one or two parents in the family. The eligibility level shown is for a single parent household and a family size of three."
"12. In Virginia, eligibility levels for Section 1931 parents vary by region. The value shown is the eligibility level for region 2, the most populous region."
"13. Wisconsin covers adults up to 100% FPL in Medicaid but did not adopt the ACA Medicaid expansion."
